unnamed:_0,age,matches_played,starts,minutes,90s_played,assists,goals_+_assists,penalty_attempts,yellow_cards,red_cards,xg,npxg,xag,npxg_+_xag,progressive_carries,progressive_passes,progressive_receives,goals_per_90,assists_per_90,goals_+_assists_per_90,non_penalty_goals_per_90,non_penalty_goals_+_assists_per_90,xg_per_90,xag_per_90,xg_+_xag_per_90,npxg_per_90,npxg_+_xag_per_90,90s,xg_overperformance,age_band_encoded,goals
342,26,22,20,1710,19.0,1,1,0,5,1,0.2,0.2,0.3,0.5,10,61,15,0.0,0.05,0.05,0.0,0.05,0.01,0.02,0.03,0.01,0.03,22,-0.2,1,0
343,25,18,18,1620,18.0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18,0.0,1,0
344,28,18,16,1541,17.1,2,2,0,0,0,1.1,1.1,0.5,1.6,2,42,4,0.0,0.11,0.12,0.0,0.12,0.06,0.03,0.09,0.06,0.09,18,-1.1,1,0
345,28,19,14,1237,13.7,0,0,0,6,1,0.4,0.4,0.2,0.7,4,51,4,0.0,0.0,0.0,0.0,0.0,0.03,0.02,0.05,0.03,0.05,19,-0.4,1,0
346,27,13,13,1170,13.0,0,0,0,2,0,0.0,0.0,0.0,0.0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13,0.0,1,0
347,25,15,12,1187,13.2,0,0,0,2,0,0.0,0.0,0.0,0.0,7,15,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15,0.0,1,0
348,20,13,12,869,9.7,3,5,0,3,0,1.7,1.7,1.4,3.1,23,28,44,0.15,0.23,0.52,0.21,0.52,0.18,0.14,0.32,0.18,0.32,13,0.3,2,2
349,27,22,10,857,9.5,1,2,0,2,0,1.5,1.5,0.7,2.2,13,29,23,0.05,0.05,0.21,0.11,0.21,0.16,0.07,0.23,0.16,0.23,22,-0.5,1,1
350,26,18,7,702,7.8,0,2,0,1,0,1.7,1.7,0.7,2.4,20,14,33,0.11,0.0,0.26,0.26,0.26,0.22,0.09,0.31,0.22,0.31,18,0.3,1,2
351,28,7,7,630,7.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,0.0,1,0
352,25,26,5,661,7.3,1,4,0,3,0,2.1,2.1,0.3,2.5,9,13,31,0.12,0.04,0.54,0.41,0.54,0.29,0.05,0.34,0.29,0.34,26,0.8999999999999999,1,3
353,26,32,4,860,9.6,0,1,0,4,0,0.7,0.7,0.5,1.3,11,43,23,0.03,0.0,0.1,0.1,0.1,0.08,0.06,0.13,0.08,0.13,32,0.3,1,1
354,23,7,4,379,4.2,0,0,0,3,1,0.1,0.1,0.0,0.1,5,14,2,0.0,0.0,0.0,0.0,0.0,0.02,0.01,0.03,0.02,0.03,7,-0.1,2,0
355,31,6,3,335,3.7,1,1,0,1,0,0.0,0.0,0.7,0.7,2,8,13,0.0,0.17,0.27,0.0,0.27,0.01,0.18,0.18,0.01,0.18,6,0.0,0,0
356,27,5,3,238,2.6,0,0,0,0,0,0.0,0.0,0.1,0.1,7,0,15,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.03,0.0,0.03,5,0.0,1,0
357,31,11,2,201,2.2,0,0,0,0,0,0.0,0.0,0.0,0.0,0,6,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,0.0,0,0
358,26,3,2,159,1.8,0,0,0,1,0,0.0,0.0,0.0,0.0,2,4,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0.0,1,0
359,22,11,0,134,1.5,0,0,0,3,0,0.4,0.4,0.1,0.4,4,3,14,0.0,0.0,0.0,0.0,0.0,0.24,0.05,0.28,0.24,0.28,11,-0.4,2,0
360,28,2,0,45,0.5,0,0,0,0,0,0.0,0.0,0.0,0.0,0,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0.0,1,0
361,26,1,0,2,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,1,0
362,20,36,34,2909,32.3,4,6,0,8,0,4.0,4.0,3.0,7.0,76,145,108,0.06,0.11,0.19,0.06,0.19,0.12,0.09,0.22,0.12,0.22,36,-2.0,2,2
363,27,33,33,2918,32.4,2,2,0,5,0,0.8,0.8,2.8,3.6,114,139,144,0.0,0.06,0.06,0.0,0.06,0.03,0.09,0.11,0.03,0.11,33,-0.8,1,0
364,22,34,32,2825,31.4,0,1,0,9,0,1.8,1.8,1.0,2.8,29,125,9,0.03,0.0,0.03,0.03,0.03,0.06,0.03,0.09,0.06,0.09,34,-0.8,2,1
365,26,30,30,2700,30.0,0,0,0,2,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30,0.0,1,0
366,28,30,30,2531,28.1,0,2,0,7,0,0.7,0.7,0.5,1.2,5,60,2,0.07,0.0,0.07,0.07,0.07,0.02,0.02,0.04,0.02,0.04,30,1.3,1,2
367,25,27,25,2151,23.9,0,1,0,12,0,0.6,0.6,1.1,1.7,29,66,29,0.04,0.0,0.04,0.04,0.04,0.03,0.05,0.07,0.03,0.07,27,0.4,1,1
368,28,32,21,2013,22.4,0,3,0,1,0,2.7,2.7,1.6,4.3,36,75,65,0.09,0.0,0.13,0.13,0.13,0.12,0.07,0.19,0.12,0.19,32,0.2999999999999998,1,3
369,20,26,18,1655,18.4,1,2,0,7,0,0.9,0.9,1.0,1.9,29,49,20,0.04,0.04,0.11,0.05,0.11,0.05,0.06,0.1,0.05,0.1,26,0.0999999999999999,2,1
370,30,19,17,1389,15.4,0,1,0,2,2,0.6,0.6,0.2,0.7,14,63,2,0.05,0.0,0.06,0.06,0.06,0.04,0.01,0.05,0.04,0.05,19,0.4,0,1
371,23,35,13,1441,16.0,0,2,1,0,0,5.7,4.9,0.5,5.4,22,14,66,0.06,0.0,0.12,0.12,0.12,0.36,0.03,0.39,0.31,0.34,35,-3.7,2,2
372,26,17,13,1075,11.9,1,1,0,0,0,0.1,0.1,0.9,1.0,13,34,43,0.0,0.06,0.08,0.0,0.08,0.01,0.08,0.08,0.01,0.08,17,-0.1,1,0
373,30,25,11,1050,11.7,1,5,0,4,0,3.6,3.6,0.5,4.1,7,13,40,0.16,0.04,0.43,0.34,0.43,0.31,0.04,0.35,0.31,0.35,25,0.3999999999999999,0,4
374,22,11,9,773,8.6,0,0,0,2,0,0.2,0.2,0.0,0.3,2,17,0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.03,0.03,0.03,11,-0.2,2,0
375,24,18,6,690,7.7,0,1,0,1,0,0.6,0.6,0.7,1.3,5,27,25,0.06,0.0,0.13,0.13,0.13,0.07,0.1,0.17,0.07,0.17,18,0.4,1,1
376,23,10,6,482,5.4,0,0,0,1,0,0.0,0.0,0.1,0.1,5,11,19,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.02,0.01,0.02,10,0.0,2,0
377,34,5,5,450,5.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0.0,3,0
378,36,14,5,361,4.0,2,2,0,4,0,0.2,0.2,0.9,1.1,6,24,10,0.0,0.14,0.5,0.0,0.5,0.04,0.23,0.27,0.04,0.27,14,-0.2,3,0
379,25,10,4,449,5.0,0,0,0,1,0,0.9,0.9,0.1,1.0,12,9,42,0.0,0.0,0.0,0.0,0.0,0.18,0.02,0.2,0.18,0.2,10,-0.9,1,0
380,28,12,4,389,4.3,0,1,0,1,0,1.1,1.1,0.0,1.1,3,2,10,0.08,0.0,0.23,0.23,0.23,0.25,0.0,0.25,0.25,0.25,12,-0.1,1,1
381,30,8,3,356,4.0,0,0,0,1,0,0.0,0.0,0.1,0.1,3,9,7,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.0,0.02,8,0.0,0,0
382,29,3,3,270,3.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0.0,0,0
383,22,4,2,331,3.7,0,0,0,0,0,0.3,0.3,0.0,0.3,0,5,0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.09,0.09,0.09,4,-0.3,2,0
384,17,4,1,137,1.5,0,0,0,0,0,0.0,0.0,0.7,0.7,3,1,10,0.0,0.0,0.0,0.0,0.0,0.03,0.44,0.47,0.03,0.47,4,0.0,2,0
