Unnamed: 0,Player,Nation,Position,Age,Matches Played,Starts,Minutes,90s Played,Goals,Assists,Goals + Assists,Non-Penalty Goals,Penalty Goals Made,Penalty Attempts,Yellow Cards,Red Cards,xG,npxG,xAG,npxG + xAG,Progressive Carries,Progressive Passes,Progressive Receives,Goals Per 90,Assists Per 90,Goals + Assists Per 90,Non-Penalty Goals Per 90,Non-Penalty Goals + Assists Per 90,xG Per 90,xAG Per 90,xG + xAG Per 90,npxG Per 90,npxG + xAG Per 90
1283,Federico Ravaglia,ITA,GB,24,12,11,1056,11.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1284,Lewis Ferguson,SCO,MT,24,16,10,983,10.9,1,1,2,0,1,1,0,0,1.0,0.2,1.1,1.3,20,53,26,0.09,0.09,0.18,0.0,0.09,0.09,0.1,0.19,0.02,0.12
1285,Giovanni Fabbian,ITA,MT,21,30,9,1023,11.4,3,1,4,3,0,0,2,0,2.3,2.3,1.3,3.7,14,17,43,0.26,0.09,0.35,0.26,0.35,0.21,0.12,0.32,0.21,0.32
1286,Nicolò Casale,ITA,DF,26,15,9,900,10.0,0,1,1,0,0,0,1,0,0.5,0.5,0.5,0.9,3,29,2,0.0,0.1,0.1,0.0,0.1,0.05,0.05,0.09,0.05,0.09
1287,Michel Aebischer,SUI,MT,27,14,9,724,8.0,0,0,0,0,0,0,2,0,0.4,0.4,0.4,0.8,8,33,17,0.0,0.0,0.0,0.0,0.0,0.05,0.04,0.09,0.05,0.09
1288,Stefan Posch,AUT,DF,27,14,7,714,7.9,0,0,0,0,0,0,1,0,0.3,0.3,0.7,1.0,11,36,35,0.0,0.0,0.0,0.0,0.0,0.04,0.09,0.13,0.04,0.13
1289,Davide Calabria,ITA,DF,27,11,7,632,7.0,0,1,1,0,0,0,3,0,0.1,0.1,1.3,1.4,7,40,20,0.0,0.14,0.14,0.0,0.14,0.01,0.18,0.19,0.01,0.19
1290,Martin Erlic,CRO,DF,26,8,5,334,3.7,0,0,0,0,0,0,0,0,0.2,0.2,0.0,0.2,4,11,1,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.06,0.06,0.06
1291,Nicolò Cambiaghi,ITA,AT,23,18,4,620,6.9,1,3,4,1,0,0,0,0,0.8,0.8,1.9,2.7,45,25,63,0.15,0.44,0.58,0.15,0.58,0.11,0.27,0.39,0.11,0.39
1292,Jesper Karlsson,SWE,AT,26,7,3,298,3.3,1,0,1,1,0,0,1,0,0.7,0.7,0.1,0.8,6,6,31,0.3,0.0,0.3,0.3,0.3,0.22,0.03,0.25,0.22,0.25
1293,Kacper Urbanski,POL,MT,19,7,1,247,2.7,1,0,1,1,0,0,2,0,0.3,0.3,0.5,0.8,5,15,19,0.36,0.0,0.36,0.36,0.36,0.12,0.17,0.29,0.12,0.29
1294,Oussama El Azzouzi,MAR,MT,23,2,0,19,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1295,Estanis,ESP,AT,20,1,0,9,0.1,0,0,0,0,0,0,0,0,0.1,0.1,0.2,0.2,1,0,1,0.0,0.0,0.0,0.0,0.0,0.71,1.65,2.35,0.71,2.35
1296,Nicolás Paz,ARG,"MT,AT",19,35,30,2687,29.9,6,8,14,6,0,1,6,0,9.3,8.5,6.0,14.5,77,163,171,0.2,0.27,0.47,0.2,0.47,0.31,0.2,0.51,0.28,0.49
1297,Marc-Oliver Kempf,GER,DF,29,31,30,2615,29.1,0,0,0,0,0,0,6,1,1.6,1.6,1.2,2.7,17,85,4,0.0,0.0,0.0,0.0,0.0,0.05,0.04,0.09,0.05,0.09
1298,Lucas Da Cunha,FRA,MT,23,36,30,2613,29.0,3,2,5,3,0,0,4,0,2.0,2.0,3.8,5.8,63,154,85,0.1,0.07,0.17,0.1,0.17,0.07,0.13,0.2,0.07,0.2
1299,Edoardo Goldaniga,ITA,DF,30,32,28,2532,28.1,1,0,1,1,0,0,12,1,2.5,2.5,0.3,2.8,20,81,8,0.04,0.0,0.04,0.04,0.04,0.09,0.01,0.1,0.09,0.1
1300,Patrick Cutrone,ITA,AT,26,33,23,2047,22.7,7,4,11,7,0,1,1,0,7.1,6.3,2.1,8.4,53,31,155,0.31,0.18,0.48,0.31,0.48,0.31,0.09,0.41,0.28,0.37
1301,Alberto Moreno,ESP,DF,32,24,21,1727,19.2,0,0,0,0,0,0,4,0,0.4,0.4,1.2,1.6,23,81,58,0.0,0.0,0.0,0.0,0.0,0.02,0.06,0.08,0.02,0.08
1302,Máximo Perrone,ARG,MT,21,26,20,1857,20.6,0,3,3,0,0,0,6,0,0.9,0.9,2.2,3.1,16,98,19,0.0,0.15,0.15,0.0,0.15,0.04,0.11,0.15,0.04,0.15
1303,Alberto Dossena,ITA,DF,25,23,20,1825,20.3,0,2,2,0,0,0,1,1,0.8,0.8,0.7,1.5,4,36,1,0.0,0.1,0.1,0.0,0.1,0.04,0.03,0.07,0.04,0.07
1304,Jean Butez,FRA,GB,29,19,18,1666,18.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1305,Maxence Caqueret,FRA,MT,24,18,15,1087,12.1,2,3,5,2,0,0,4,0,0.8,0.8,1.5,2.4,15,76,46,0.17,0.25,0.41,0.17,0.41,0.07,0.13,0.2,0.07,0.2
1306,Pepe Reina,ESP,GB,41,12,12,1034,11.5,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1307,Álex Valle,ESP,DF,20,15,12,1030,11.4,0,0,0,0,0,0,2,0,0.3,0.3,0.7,1.0,19,44,30,0.0,0.0,0.0,0.0,0.0,0.03,0.06,0.08,0.03,0.08
1308,Yannik Engelhardt,GER,"MT,DF",23,26,11,1164,12.9,1,1,2,1,0,0,4,0,0.6,0.6,1.5,2.0,18,54,18,0.08,0.08,0.15,0.08,0.15,0.04,0.11,0.16,0.04,0.16
1309,Emil Audero,IDN,GB,27,8,8,720,8.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1310,Mërgim Vojvoda,KVX,DF,29,11,8,717,8.0,1,2,3,1,0,0,2,0,0.2,0.2,2.0,2.3,16,43,40,0.13,0.25,0.38,0.13,0.38,0.03,0.25,0.28,0.03,0.28
1311,Sergi Roberto,ESP,MT,32,13,8,696,7.7,0,1,1,0,0,0,4,0,0.7,0.7,0.7,1.4,10,36,19,0.0,0.13,0.13,0.0,0.13,0.09,0.09,0.18,0.09,0.18
1312,Ivan Smolčić,CRO,DF,23,9,7,630,7.0,0,0,0,0,0,0,2,0,0.4,0.4,0.1,0.6,3,23,9,0.0,0.0,0.0,0.0,0.0,0.06,0.02,0.08,0.06,0.08
1313,Andrea Belotti,ITA,AT,30,18,7,593,6.6,2,0,2,2,0,0,1,0,2.5,2.5,0.4,2.8,9,9,33,0.3,0.0,0.3,0.3,0.3,0.37,0.05,0.43,0.37,0.43
1314,Anastasios Douvikas,GRE,AT,24,13,6,580,6.4,2,2,4,2,0,0,1,0,2.5,2.5,1.1,3.7,8,6,36,0.31,0.31,0.62,0.31,0.62,0.4,0.17,0.57,0.4,0.57
1315,Jonathan Ikone,FRA,AT,26,13,5,540,6.0,2,0,2,2,0,0,1,0,1.8,1.8,0.2,1.9,23,17,55,0.33,0.0,0.33,0.33,0.33,0.29,0.03,0.32,0.29,0.32
1316,Federico Barba,ITA,DF,30,7,5,431,4.8,0,0,0,0,0,0,0,0,0.2,0.2,0.0,0.2,5,25,5,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.04,0.04,0.04
1317,Luca Mazzitelli,ITA,MT,28,11,3,335,3.7,1,1,2,1,0,0,1,0,0.2,0.2,0.6,0.8,2,27,14,0.27,0.27,0.54,0.27,0.54,0.06,0.15,0.21,0.06,0.21
1318,Matthias Braunöder,AUT,MT,22,8,3,268,3.0,0,0,0,0,0,0,3,1,0.1,0.1,0.0,0.1,2,18,0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.03,0.03,0.03
1319,Marco Sala,ITA,DF,25,8,3,261,2.9,0,0,0,0,0,0,3,0,0.0,0.0,0.1,0.1,10,16,16,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.04,0.0,0.04
1320,Fellipe Jack,BRA,DF,18,7,1,171,1.9,0,0,0,0,0,0,2,0,0.0,0.0,0.1,0.1,2,8,1,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.03,0.0,0.03
1321,Daniele Baselli,ITA,MT,32,2,1,22,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1322,Simone Verdi,ITA,"MT,AT",32,9,0,115,1.3,0,0,0,0,0,0,1,0,0.1,0.1,0.5,0.6,3,5,13,0.0,0.0,0.0,0.0,0.0,0.09,0.39,0.47,0.09,0.47
1323,Alberto Cerri,ITA,AT,28,5,0,87,1.0,0,0,0,0,0,0,0,0,1.0,1.0,0.0,1.0,0,0,11,0.0,0.0,0.0,0.0,0.0,1.05,0.0,1.05,1.05,1.05
1324,Ben Lhassine Kone,CIV,MT,24,4,0,51,0.6,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,3,1,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.03,0.03,0.03
1325,Vanja Milinković-Savić,SRB,GB,27,37,37,3330,37.0,0,0,0,0,0,0,3,0,0.0,0.0,0.1,0.1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1326,Samuele Ricci,ITA,MT,22,34,34,2825,31.4,1,1,2,1,0,0,8,1,1.3,1.3,0.6,1.8,43,116,30,0.03,0.03,0.06,0.03,0.06,0.04,0.02,0.06,0.04,0.06
1327,Saúl Coco,EQG,DF,25,32,32,2845,31.6,2,0,2,2,0,0,10,0,1.2,1.2,0.0,1.2,17,70,3,0.06,0.0,0.06,0.06,0.06,0.04,0.0,0.04,0.04,0.04
1328,Che Adams,SCO,AT,28,36,30,2652,29.5,9,3,12,9,0,1,2,0,9.0,8.2,2.0,10.2,23,40,153,0.31,0.1,0.41,0.31,0.41,0.31,0.07,0.37,0.28,0.35
1329,Guillermo Maripán,CHI,DF,30,28,27,2340,26.0,1,1,2,1,0,0,4,1,0.9,0.9,1.0,2.0,14,96,9,0.04,0.04,0.08,0.04,0.08,0.04,0.04,0.08,0.04,0.08
1330,Nikola Vlašić,CRO,"MT,AT",26,30,23,2117,23.5,5,4,9,3,2,2,0,0,3.4,1.8,2.4,4.2,53,94,110,0.21,0.17,0.38,0.13,0.3,0.14,0.1,0.25,0.08,0.18
1331,Adam Masina,MAR,DF,30,28,20,1919,21.3,1,2,3,1,0,0,5,0,0.7,0.7,0.3,1.0,15,73,10,0.05,0.09,0.14,0.05,0.14,0.03,0.01,0.05,0.03,0.05
1332,Sebastian Walukiewicz,POL,DF,24,29,20,1661,18.5,0,0,0,0,0,0,6,0,0.4,0.4,0.3,0.7,25,80,31,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.04,0.02,0.04
1333,Karol Linetty,POL,MT,29,28,18,1540,17.1,1,0,1,1,0,0,6,0,1.1,1.1,0.9,2.0,18,47,19,0.06,0.0,0.06,0.06,0.06,0.06,0.06,0.12,0.06,0.12
1334,Antonio Sanabria,PAR,AT,28,26,16,1318,14.6,2,1,3,2,0,1,2,0,2.9,2.1,0.5,2.6,6,18,54,0.14,0.07,0.2,0.14,0.2,0.2,0.03,0.23,0.14,0.18
1335,Gvidas Gineitis,LTU,MT,20,30,15,1430,15.9,3,1,4,3,0,0,5,0,1.3,1.3,2.0,3.3,15,36,43,0.19,0.06,0.25,0.19,0.25,0.08,0.13,0.21,0.08,0.21
1336,Marcus Pedersen,NOR,DF,24,29,15,1362,15.1,0,0,0,0,0,0,3,0,0.6,0.6,0.4,1.0,44,19,77,0.0,0.0,0.0,0.0,0.0,0.04,0.03,0.06,0.04,0.06
1337,Borna Sosa,CRO,DF,26,19,14,1181,13.1,0,0,0,0,0,0,0,0,0.3,0.3,0.7,1.0,13,51,49,0.0,0.0,0.0,0.0,0.0,0.02,0.05,0.07,0.02,0.07
1338,Cristiano Biraghi,ITA,DF,31,15,13,1158,12.9,0,0,0,0,0,0,0,0,0.5,0.5,2.7,3.1,24,36,49,0.0,0.0,0.0,0.0,0.0,0.04,0.21,0.24,0.04,0.24
1339,Cesare Casadei,ITA,MT,21,15,13,1017,11.3,1,1,2,1,0,0,1,0,1.2,1.2,0.4,1.5,14,36,12,0.09,0.09,0.18,0.09,0.18,0.1,0.03,0.14,0.1,0.14
1340,Mërgim Vojvoda,KVX,DF,29,17,12,1105,12.3,0,0,0,0,0,0,4,0,0.4,0.4,0.4,0.8,18,64,34,0.0,0.0,0.0,0.0,0.0,0.03,0.03,0.07,0.03,0.07
1341,Yann Karamoh,FRA,"MT,AT",26,29,10,1046,11.6,0,1,1,0,0,0,2,0,1.2,1.2,0.9,2.2,37,28,80,0.0,0.09,0.09,0.0,0.09,0.11,0.08,0.18,0.11,0.18
1342,Ivan Ilić,SRB,MT,23,19,9,920,10.2,1,0,1,1,0,0,4,0,0.9,0.9,1.1,2.1,24,45,41,0.1,0.0,0.1,0.1,0.1,0.09,0.11,0.2,0.09,0.2
1343,Adrien Tameze,CMR,"MT,DF",30,20,9,649,7.2,0,0,0,0,0,0,3,0,0.4,0.4,0.8,1.2,16,23,21,0.0,0.0,0.0,0.0,0.0,0.05,0.12,0.17,0.05,0.17
1344,Duván Zapata,COL,AT,33,7,7,587,6.5,3,0,3,3,0,0,1,0,3.4,3.4,0.5,3.9,6,7,36,0.46,0.0,0.46,0.46,0.46,0.52,0.08,0.59,0.52,0.59
1345,Ali Dembélé,FRA,DF,20,15,4,388,4.3,1,0,1,1,0,0,4,1,0.4,0.4,0.1,0.5,8,12,8,0.23,0.0,0.23,0.23,0.23,0.08,0.02,0.1,0.08,0.1
1346,Alberto Paleari,ITA,GB,31,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1347,Raoul Bellanova,ITA,DF,24,1,1,87,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,4,0,5,0.0,0.0,0.0,0.0,0.0,0.03,0.07,0.11,0.03,0.11
1348,Alessio Cacciamani,ITA,"MT,DF",17,2,0,31,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1349,Tommaso Gabellini,ITA,AT,17,1,0,10,0.1,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,1,0,0,0.0,0.0,0.0,0.0,0.0,0.45,0.0,0.45,0.45,0.45
1350,Saba Sazonov,GEO,DF,22,1,0,3,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1351,Aaron Ciammaglichella,ITA,MT,19,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1352,Jesper Karlström,SWE,MT,29,37,36,3186,35.4,0,3,3,0,0,0,9,0,0.7,0.7,1.1,1.8,23,135,46,0.0,0.08,0.08,0.0,0.08,0.02,0.03,0.05,0.02,0.05
1353,Jaka Bijol,SVN,DF,25,34,34,2963,32.9,1,0,1,1,0,0,13,1,2.0,2.0,0.6,2.6,22,98,10,0.03,0.0,0.03,0.03,0.03,0.06,0.02,0.08,0.06,0.08
1354,Sandi Lovrić,SVN,MT,26,36,31,2308,25.6,2,3,5,2,0,0,5,0,2.6,2.6,3.4,6.0,60,120,71,0.08,0.12,0.19,0.08,0.19,0.1,0.13,0.24,0.1,0.24
1355,Kingsley Ehizibue,NED,DF,29,33,30,2498,27.8,0,1,1,0,0,0,5,0,1.2,1.2,2.2,3.5,54,55,116,0.0,0.04,0.04,0.0,0.04,0.04,0.08,0.12,0.04,0.12
1356,Lorenzo Lucca,ITA,AT,23,33,27,2353,26.1,12,1,13,11,1,1,10,0,7.6,6.8,1.6,8.4,15,18,98,0.46,0.04,0.5,0.42,0.46,0.29,0.06,0.35,0.26,0.32
1357,Maduka Okoye,NGA,GB,24,25,25,2250,25.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1358,Hassane Kamara,CIV,DF,30,30,25,2001,22.2,1,4,5,1,0,0,8,1,0.9,0.9,2.7,3.6,52,61,103,0.04,0.18,0.22,0.04,0.22,0.04,0.12,0.16,0.04,0.16
1359,Jurgen Ekkelenkamp,NED,MT,24,34,20,1892,21.0,3,2,5,3,0,0,2,0,2.8,2.8,1.3,4.1,34,72,86,0.14,0.1,0.24,0.14,0.24,0.13,0.06,0.19,0.13,0.19
1360,Thomas Kristensen,DEN,DF,22,24,19,1754,19.5,1,0,1,1,0,0,5,0,0.9,0.9,0.3,1.2,19,76,19,0.05,0.0,0.05,0.05,0.05,0.05,0.02,0.06,0.05,0.06
1361,Oumar Solet,FRA,DF,24,19,19,1672,18.6,1,2,3,1,0,0,3,1,0.8,0.8,1.2,2.0,20,65,6,0.05,0.11,0.16,0.05,0.16,0.04,0.07,0.11,0.04,0.11
1362,Martín Payero,ARG,MT,25,25,16,1381,15.3,1,1,2,1,0,0,5,0,1.2,1.2,1.3,2.5,33,51,44,0.07,0.07,0.13,0.07,0.13,0.08,0.08,0.16,0.08,0.16
1363,Jordan Zemura,ZIM,DF,24,23,13,1415,15.7,1,2,3,1,0,0,2,0,1.0,1.0,1.0,2.0,25,42,76,0.06,0.13,0.19,0.06,0.19,0.07,0.06,0.13,0.07,0.13
1364,Arthur Atta,FRA,"MT,AT",21,27,12,1251,13.9,0,1,1,0,0,0,5,0,1.3,1.3,1.4,2.8,31,57,77,0.0,0.07,0.07,0.0,0.07,0.1,0.1,0.2,0.1,0.2
1365,Christian Kabasele,BEL,DF,33,16,12,1161,12.9,2,0,2,2,0,0,0,0,1.5,1.5,0.4,1.9,9,44,7,0.16,0.0,0.16,0.16,0.16,0.12,0.03,0.14,0.12,0.14
1366,Razvan Sava,ROU,GB,22,12,12,1080,12.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1367,Lautaro Gianetti,ARG,DF,30,15,11,878,9.8,1,0,1,1,0,0,4,0,0.1,0.0,0.1,0.1,0,19,3,0.1,0.0,0.1,0.1,0.1,0.01,0.01,0.02,0.0,0.01
1368,Souleymane Touré,FRA,DF,21,12,11,733,8.1,1,0,1,1,0,0,2,2,0.4,0.4,0.0,0.4,6,26,3,0.12,0.0,0.12,0.12,0.12,0.05,0.01,0.05,0.05,0.05
1369,Keinan Davis,ENG,AT,26,23,10,1066,11.8,2,1,3,2,0,0,2,0,2.9,2.9,2.1,5.0,26,22,77,0.17,0.08,0.25,0.17,0.25,0.24,0.18,0.42,0.24,0.42
1370,Oier Zarraga,ESP,MT,25,22,9,896,10.0,1,0,1,1,0,0,0,0,0.4,0.4,0.4,0.8,7,28,23,0.1,0.0,0.1,0.1,0.1,0.04,0.04,0.08,0.04,0.08
1371,Alexis Sánchez,CHI,AT,35,13,6,437,4.9,0,0,0,0,0,0,0,0,0.8,0.8,0.2,1.0,2,19,19,0.0,0.0,0.0,0.0,0.0,0.16,0.04,0.2,0.16,0.2
1372,Brenner,BRA,"MT,AT",24,9,5,386,4.3,1,2,3,1,0,0,0,0,0.6,0.6,0.5,1.1,5,7,16,0.23,0.47,0.7,0.23,0.7,0.15,0.11,0.26,0.15,0.26
1373,Nehuén Pérez,ARG,DF,24,2,2,180,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2,4,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1374,Daniele Padelli,ITA,GB,38,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1375,Simone Pafundi,ITA,"MT,DF",18,9,0,116,1.3,0,0,0,0,0,0,0,0,0.1,0.1,0.7,0.7,3,0,7,0.0,0.0,0.0,0.0,0.0,0.05,0.52,0.57,0.05,0.57
1376,Enzo Ebosse,CMR,DF,25,2,0,90,1.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.0,0.02
1377,Matteo Palma,GER,DF,16,1,0,5,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1378,Morten Frendrup,DEN,MT,23,35,35,3103,34.5,2,0,2,2,0,0,5,0,1.6,1.6,0.9,2.5,24,106,29,0.06,0.0,0.06,0.06,0.06,0.05,0.03,0.07,0.05,0.07
1379,Aarón Martín,ESP,DF,27,36,35,3085,34.3,0,8,8,0,0,0,5,0,0.9,0.9,5.5,6.4,50,90,108,0.0,0.23,0.23,0.0,0.23,0.03,0.16,0.19,0.03,0.19
1380,Johan Vásquez,MEX,DF,25,36,34,3041,33.8,3,0,3,3,0,0,9,0,2.4,2.4,0.3,2.7,37,96,12,0.09,0.0,0.09,0.09,0.09,0.07,0.01,0.08,0.07,0.08
1381,Andrea Pinamonti,ITA,AT,25,36,33,2850,31.7,10,1,11,10,0,1,4,0,7.7,7.0,1.7,8.7,20,46,132,0.32,0.03,0.35,0.32,0.35,0.24,0.05,0.3,0.22,0.27
1382,Nicola Leali,ITA,GB,31,29,29,2610,29.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1383,Koni De Winter,BEL,DF,22,25,23,2135,23.7,3,0,3,3,0,0,6,0,2.1,2.1,0.2,2.3,10,56,10,0.13,0.0,0.13,0.13,0.13,0.09,0.01,0.1,0.09,0.1
1384,Stefano Sabelli,ITA,DF,31,34,23,2058,22.9,0,2,2,0,0,0,3,0,0.1,0.1,1.9,2.1,36,88,43,0.0,0.09,0.09,0.0,0.09,0.01,0.08,0.09,0.01,0.09
1385,Morten Thorsby,NOR,"MT,AT",28,30,22,1898,21.1,0,1,1,0,0,0,6,0,2.8,2.8,2.1,4.9,24,58,76,0.0,0.05,0.05,0.0,0.05,0.13,0.1,0.23,0.13,0.23
1386,Fabio Miretti,ITA,"MT,AT",20,25,22,1677,18.6,3,3,6,3,0,0,2,0,3.1,3.1,2.0,5.1,33,54,100,0.16,0.16,0.32,0.16,0.32,0.17,0.11,0.27,0.17,0.27
1387,Milan Badelj,CRO,MT,35,23,21,1472,16.4,1,0,1,1,0,0,2,0,1.0,1.0,1.1,2.1,8,83,14,0.06,0.0,0.06,0.06,0.06,0.06,0.07,0.13,0.06,0.13
1388,Mattia Bani,ITA,DF,30,20,19,1507,16.7,0,0,0,0,0,0,3,0,1.2,1.2,0.2,1.4,6,25,3,0.0,0.0,0.0,0.0,0.0,0.07,0.01,0.08,0.07,0.08
1389,Patrizio Masini,ITA,MT,23,26,16,1538,17.1,1,0,1,1,0,0,3,0,0.4,0.4,0.2,0.6,16,44,27,0.06,0.0,0.06,0.06,0.06,0.03,0.01,0.04,0.03,0.04
1390,Alan Matturro,URU,DF,19,13,9,900,10.0,0,0,0,0,0,0,2,0,0.2,0.2,0.2,0.4,12,15,9,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.04,0.02,0.04
1391,Junior Messias,BRA,"MT,AT",33,17,8,847,9.4,1,1,2,1,0,1,1,0,2.4,1.4,0.7,2.1,32,32,49,0.11,0.11,0.21,0.11,0.21,0.25,0.07,0.33,0.15,0.23
1392,Alessandro Vogliacco,ITA,DF,25,12,8,715,7.9,2,0,2,2,0,0,3,0,1.3,1.3,0.0,1.4,9,26,2,0.25,0.0,0.25,0.25,0.25,0.17,0.0,0.17,0.17,0.17
1393,Pierluigi Gollini,ITA,GB,29,7,7,630,7.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1394,Ruslan Malinovskyi,UKR,"MT,AT",31,9,4,383,4.3,0,2,2,0,0,0,2,0,0.2,0.2,1.5,1.7,3,32,10,0.0,0.47,0.47,0.0,0.47,0.06,0.35,0.41,0.06,0.41
1395,Caleb Ekuban,GHA,AT,30,18,3,555,6.2,1,3,4,1,0,0,1,0,2.8,2.8,0.8,3.5,7,8,42,0.16,0.49,0.65,0.16,0.65,0.45,0.12,0.57,0.45,0.57
1396,Sebastian Otoa,DEN,DF,20,3,3,179,2.0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1397,Jean Onana,CMR,MT,24,9,2,304,3.4,0,0,0,0,0,0,1,0,0.0,0.0,0.1,0.1,1,11,4,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.03,0.0,0.03
1398,Lior Kasa,ISR,"MT,AT",18,8,2,230,2.6,0,0,0,0,0,0,2,0,1.1,1.1,0.1,1.2,1,7,7,0.0,0.0,0.0,0.0,0.0,0.45,0.03,0.48,0.45,0.48
1399,Benjamin Siegrist,SUI,GB,32,2,2,152,1.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1400,Emil Bohinen,NOR,MT,25,3,1,166,1.8,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.2,6,5,2,0.0,0.0,0.0,0.0,0.0,0.06,0.04,0.09,0.06,0.09
1401,Filippo Melegoni,ITA,"MT,AT",25,3,1,89,1.0,0,1,1,0,0,0,0,0,0.0,0.0,0.5,0.5,0,1,2,0.0,1.01,1.01,0.0,1.01,0.04,0.51,0.55,0.04,0.55
1402,Alessandro Marcandalli,ITA,DF,21,2,1,46,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1403,Gastón Pereiro,URU,MT,29,2,0,31,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1404,Lorenzo Montipò,ITA,GB,28,36,36,3240,36.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1405,Diego Coppola,ITA,DF,20,34,33,2927,32.5,2,0,2,2,0,0,10,0,0.7,0.7,0.1,0.8,4,48,3,0.06,0.0,0.06,0.06,0.06,0.02,0.0,0.02,0.02,0.02
1406,Ondrej Duda,SVK,MT,29,28,27,2395,26.6,1,3,4,1,0,0,12,1,1.0,1.0,3.2,4.2,23,117,26,0.04,0.11,0.15,0.04,0.15,0.04,0.12,0.16,0.04,0.16
