unnamed:_0,player,nation,position,age,matches_played,starts,minutes,90s_played,goals,assists,goals_+_assists,non_penalty_goals,penalty_goals_made,penalty_attempts,yellow_cards,red_cards,xg,npxg,xag,npxg_+_xag,progressive_carries,progressive_passes,progressive_receives,goals_per_90,assists_per_90,goals_+_assists_per_90,non_penalty_goals_per_90,non_penalty_goals_+_assists_per_90,xg_per_90,xag_per_90,xg_+_xag_per_90,npxg_per_90,npxg_+_xag_per_90,90s,xg_overperformance,age_band,player_encoded,nation_encoded,age_band_encoded
216,Jefferson Lerma,COL,"MT,DF",29,33,26,2274,25.3,0,1,1,0,0,0,9,0,1.1,1.1,1.5,2.6,12,97,26,0.0,0.03,0.04,0.0,0.04,0.04,0.06,0.1,0.04,0.1,33,-1.1,Experienced,874,20,0
217,Will Hughes,ENG,MT,29,33,24,2108,23.4,0,3,3,0,0,0,11,0,1.1,1.1,3.1,4.2,20,87,27,0.0,0.09,0.13,0.0,0.13,0.05,0.13,0.18,0.05,0.18,33,-1.1,Experienced,1902,32,0
218,Chris Richards,USA,DF,24,24,22,1922,21.4,1,0,1,1,0,0,4,1,1.3,1.3,0.1,1.4,6,39,2,0.04,0.0,0.05,0.05,0.05,0.06,0.0,0.07,0.06,0.07,24,-0.30000000000000004,Peak,360,101,1
219,Adam Wharton,ENG,MT,20,20,16,1318,14.6,0,2,2,0,0,0,2,0,0.4,0.4,3.0,3.4,14,107,11,0.0,0.1,0.14,0.0,0.14,0.03,0.21,0.23,0.03,0.23,20,-0.4,Prospect,29,32,2
220,Daichi Kamada,JPN,MT,27,34,15,1564,17.4,0,0,0,0,0,0,4,1,1.1,1.1,1.9,3.0,25,88,56,0.0,0.0,0.0,0.0,0.0,0.06,0.11,0.17,0.06,0.17,34,-1.1,Peak,401,56,1
221,Trevoh Chalobah,ENG,DF,25,12,12,1060,11.8,3,0,3,3,0,0,1,0,1.2,1.2,0.4,1.6,11,34,6,0.25,0.0,0.25,0.25,0.25,0.1,0.03,0.14,0.1,0.14,12,1.8,Peak,1844,32,1
222,Justin Devenny,NIR,MT,20,23,4,507,5.6,1,1,2,1,0,0,1,0,0.8,0.8,0.6,1.4,5,21,13,0.04,0.04,0.36,0.18,0.36,0.14,0.11,0.25,0.14,0.25,23,0.19999999999999996,Prospect,994,76,2
223,Cheick Doucouré,MLI,MT,24,13,4,452,5.0,0,0,0,0,0,0,1,0,0.4,0.4,0.0,0.4,2,19,7,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.08,0.08,0.08,13,-0.4,Peak,351,69,1
224,Ben Chilwell,ENG,DF,27,8,1,259,2.9,1,0,1,1,0,0,1,0,0.2,0.2,0.8,1.1,5,8,15,0.12,0.0,0.35,0.35,0.35,0.08,0.29,0.37,0.08,0.37,8,0.8,Peak,255,32,1
225,Romain Esse,ENG,MT,19,7,1,138,1.5,1,1,2,1,0,0,0,0,0.3,0.3,0.4,0.7,1,7,14,0.14,0.14,1.3,0.65,1.3,0.21,0.27,0.48,0.21,0.48,7,0.7,Prospect,1648,32,2
226,Odsonne Édouard,FRA,"MT,AT",26,2,1,115,1.3,0,0,0,0,0,0,0,0,0.4,0.4,0.0,0.4,2,4,7,0.0,0.0,0.0,0.0,0.0,0.31,0.04,0.34,0.31,0.34,2,-0.4,Peak,1476,37,1
227,Joachim Andersen,DEN,DF,28,1,1,90,1.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,1,4,1,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.04,0.04,0.04,1,0.0,Peak,896,28,1
228,Chadi Riad,MAR,DF,21,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2,7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,Prospect,345,65,2
229,Joel Ward,ENG,DF,34,2,1,71,0.8,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.06,0.0,0.06,2,0.0,Veteran,907,32,3
230,Jeffrey Schlupp,GHA,"MT,DF",31,12,0,103,1.1,0,0,0,0,0,0,0,0,0.2,0.2,0.2,0.3,4,5,9,0.0,0.0,0.0,0.0,0.0,0.14,0.14,0.28,0.14,0.28,12,-0.2,Experienced,876,42,0
231,Matheus França,BRA,"MT,AT",20,4,0,55,0.6,1,0,1,1,0,0,0,0,0.3,0.3,0.0,0.3,4,3,4,0.25,0.0,1.64,1.64,1.64,0.42,0.0,0.42,0.42,0.42,4,0.7,Prospect,1269,13,2
232,Caleb Kporha,ENG,DF,18,2,0,13,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0.0,Prospect,314,32,2
233,Asher Agbinone,ENG,MT,18,2,0,6,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.1,2,0,1,0.0,0.0,0.0,0.0,0.0,0.29,0.5,0.79,0.29,0.79,2,0.0,Prospect,225,32,2
234,Max Kilman,ENG,DF,27,38,38,3348,37.2,0,1,1,0,0,0,5,0,1.6,1.6,1.2,2.8,31,113,6,0.0,0.03,0.03,0.0,0.03,0.04,0.03,0.08,0.04,0.08,38,-1.6,Peak,1311,32,1
235,Aaron Wan-Bissaka,ENG,DF,26,36,35,3154,35.0,2,5,7,2,0,0,1,0,1.2,1.2,3.5,4.7,110,149,167,0.06,0.14,0.2,0.06,0.2,0.03,0.1,0.14,0.03,0.14,36,0.8,Peak,4,32,1
236,Tomáš Souček,CZE,MT,29,35,30,2567,28.5,9,1,10,9,0,0,8,0,6.7,6.7,1.0,7.8,9,74,68,0.26,0.03,0.35,0.32,0.35,0.24,0.04,0.27,0.24,0.27,35,2.3,Experienced,1837,27,0
237,Lucas Paquetá,BRA,"MT,AT",26,33,27,2380,26.4,4,0,4,2,2,2,10,0,5.3,3.7,3.1,6.8,26,155,85,0.12,0.0,0.15,0.08,0.08,0.2,0.12,0.32,0.14,0.26,33,-1.2999999999999998,Peak,1141,13,1
238,Emerson Palmieri,ITA,DF,29,31,26,2113,23.5,2,1,3,2,0,0,5,0,2.0,2.0,1.5,3.4,47,66,83,0.06,0.03,0.13,0.09,0.13,0.08,0.06,0.15,0.08,0.15,31,0.0,Experienced,547,54,0
239,Alphonse Areola,FRA,GB,31,26,25,2260,25.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26,0.0,Experienced,112,37,0
240,Konstantinos Mavropanos,GRE,DF,26,33,21,2045,22.7,0,0,0,0,0,0,6,1,1.5,1.5,0.5,2.0,17,61,2,0.0,0.0,0.0,0.0,0.0,0.07,0.02,0.09,0.07,0.09,33,-1.5,Peak,1060,44,1
241,Jean-Clair Todibo,FRA,DF,24,27,20,1825,20.3,0,0,0,0,0,0,3,0,0.4,0.4,0.0,0.4,9,38,5,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.02,0.02,0.02,27,-0.4,Peak,867,37,1
242,Edson Álvarez,MEX,MT,26,28,20,1772,19.7,0,1,1,0,0,0,9,1,0.4,0.4,0.8,1.2,24,85,18,0.0,0.04,0.05,0.0,0.05,0.02,0.04,0.06,0.02,0.06,28,-0.4,Peak,529,67,1
243,Guido Rodríguez,ARG,MT,30,23,16,1149,12.8,0,1,1,0,0,0,6,0,0.2,0.2,0.2,0.4,4,33,7,0.0,0.04,0.08,0.0,0.08,0.02,0.01,0.03,0.02,0.03,23,-0.2,Experienced,704,3,0
244,Carlos Soler,ESP,"MT,AT",27,31,14,1409,15.7,1,1,2,1,0,0,6,0,1.8,1.8,1.4,3.2,17,56,37,0.03,0.03,0.13,0.06,0.13,0.12,0.09,0.21,0.12,0.21,31,-0.8,Peak,335,34,1
245,Łukasz Fabiański,POL,GB,39,14,13,1160,12.9,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14,0.0,Veteran,1989,82,3
246,James Ward-Prowse,ENG,MT,29,15,12,1039,11.5,1,1,2,1,0,0,2,0,1.6,1.6,1.9,3.6,11,54,9,0.07,0.07,0.17,0.09,0.17,0.14,0.17,0.31,0.14,0.31,15,-0.6000000000000001,Experienced,837,32,0
247,Vladimír Coufal,CZE,DF,31,22,11,1067,11.9,0,0,0,0,0,0,5,0,0.3,0.3,0.7,1.0,26,39,33,0.0,0.0,0.0,0.0,0.0,0.03,0.06,0.08,0.03,0.08,22,-0.3,Experienced,1889,27,0
248,Michail Antonio,JAM,AT,34,14,11,836,9.3,1,1,2,1,0,0,1,0,2.2,2.2,1.6,3.8,29,18,59,0.07,0.07,0.22,0.11,0.22,0.24,0.17,0.41,0.24,0.41,14,-1.2000000000000002,Veteran,1338,55,3
249,Aaron Cresswell,ENG,DF,34,18,10,824,9.2,0,0,0,0,0,0,3,0,0.2,0.2,1.3,1.6,6,36,4,0.0,0.0,0.0,0.0,0.0,0.03,0.15,0.17,0.03,0.17,18,-0.2,Veteran,1,32,3
250,Niclas Füllkrug,GER,AT,31,18,6,790,8.8,3,2,5,3,0,0,2,0,2.2,2.2,1.9,4.1,7,14,31,0.17,0.11,0.57,0.34,0.57,0.25,0.22,0.46,0.25,0.46,18,0.7999999999999998,Experienced,1430,41,0
251,Andy Irving,SCO,MT,24,10,1,166,1.8,0,0,0,0,0,0,2,0,0.1,0.1,0.2,0.4,0,9,4,0.0,0.0,0.0,0.0,0.0,0.06,0.13,0.19,0.06,0.19,10,-0.1,Peak,159,87,1
252,Evan Ferguson,IRL,AT,19,8,1,156,1.7,0,0,0,0,0,0,0,0,0.6,0.6,0.3,0.9,1,1,7,0.0,0.0,0.0,0.0,0.0,0.32,0.17,0.5,0.32,0.5,8,-0.6,Prospect,579,50,2
253,Luis Guilherme,BRA,"MT,AT",18,12,1,150,1.7,0,0,0,0,0,0,0,0,0.4,0.4,0.1,0.5,4,5,16,0.0,0.0,0.0,0.0,0.0,0.25,0.05,0.3,0.25,0.3,12,-0.4,Prospect,1151,13,2
254,Lewis Orford,ENG,MT,18,2,0,49,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.05,0.04,0.09,0.05,0.09,2,0.0,Prospect,1104,32,2
255,Kaelan Casey,ENG,DF,19,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,Prospect,1002,32,2
256,Bruno Fernandes,POR,MT,29,36,35,3018,33.5,8,10,18,5,3,3,5,2,9.9,7.6,8.5,16.1,77,325,129,0.22,0.28,0.54,0.15,0.45,0.3,0.25,0.55,0.23,0.48,36,-1.9000000000000004,Experienced,308,83,0
257,André Onana,CMR,GB,28,34,34,3060,34.0,0,0,0,0,0,0,0,0,0.0,0.0,0.2,0.2,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34,0.0,Peak,154,18,1
258,Noussair Mazraoui,MAR,DF,26,37,34,2838,31.5,0,1,1,0,0,0,3,0,0.7,0.7,1.5,2.2,42,115,58,0.0,0.03,0.03,0.0,0.03,0.02,0.05,0.07,0.02,0.07,37,-0.7,Peak,1471,65,1
259,Diogo Dalot,POR,DF,25,33,31,2814,31.3,0,3,3,0,0,0,5,0,2.0,2.0,2.0,4.1,62,103,168,0.0,0.09,0.1,0.0,0.1,0.07,0.07,0.13,0.07,0.13,33,-2.0,Peak,497,83,1
260,Matthijs de Ligt,NED,DF,24,29,25,2123,23.6,2,0,2,2,0,0,3,0,2.5,2.5,0.3,2.8,7,55,6,0.07,0.0,0.08,0.08,0.08,0.1,0.01,0.12,0.1,0.12,29,-0.5,Peak,1292,74,1
261,Alejandro Garnacho,ARG,"MT,AT",20,36,23,2199,24.4,6,2,8,6,0,0,3,0,7.3,7.3,4.5,11.8,141,56,290,0.17,0.06,0.33,0.25,0.33,0.3,0.19,0.48,0.3,0.48,36,-1.2999999999999998,Prospect,67,3,2
262,Rasmus Højlund,DEN,AT,21,32,23,2004,22.3,4,0,4,4,0,0,2,0,5.3,5.3,1.8,7.1,28,18,101,0.12,0.0,0.18,0.18,0.18,0.24,0.08,0.32,0.24,0.32,32,-1.2999999999999998,Prospect,1601,28,2
263,Manuel Ugarte Ribeiro,URU,MT,23,29,22,1785,19.8,1,2,3,1,0,0,11,0,1.0,1.0,1.1,2.1,16,61,20,0.03,0.07,0.15,0.05,0.15,0.05,0.06,0.11,0.05,0.11,29,0.0,Prospect,1196,100,2
264,Amad Diallo,CIV,"MT,AT",22,26,20,1901,21.1,8,6,14,8,0,0,5,0,4.7,4.7,4.9,9.6,109,60,200,0.31,0.23,0.66,0.38,0.66,0.22,0.23,0.45,0.22,0.45,26,3.3,Prospect,114,17,2
265,Lisandro Martínez,ARG,DF,26,20,20,1751,19.5,2,1,3,2,0,0,7,0,1.3,1.3,1.1,2.4,23,117,7,0.1,0.05,0.15,0.1,0.15,0.07,0.06,0.13,0.07,0.13,20,0.7,Peak,1110,3,1
266,Harry Maguire,ENG,DF,31,27,19,1758,19.5,1,0,1,1,0,0,7,0,1.8,1.8,0.6,2.4,7,51,7,0.04,0.0,0.05,0.05,0.05,0.09,0.03,0.12,0.09,0.12,27,-0.8,Experienced,726,32,0
267,Kobbie Mainoo,ENG,MT,19,25,19,1651,18.3,0,0,0,0,0,0,5,0,0.7,0.7,1.6,2.3,22,65,47,0.0,0.0,0.0,0.0,0.0,0.04,0.09,0.12,0.04,0.12,25,-0.7,Prospect,1056,32,2
268,Casemiro,BRA,MT,32,24,18,1494,16.6,1,0,1,1,0,0,5,0,1.9,1.9,2.3,4.2,4,84,28,0.04,0.0,0.06,0.06,0.06,0.11,0.14,0.25,0.11,0.25,24,-0.8999999999999999,Experienced,338,13,0
269,Leny Yoro,FRA,DF,18,21,12,1165,12.9,0,0,0,0,0,0,5,0,0.7,0.7,0.1,0.8,19,52,4,0.0,0.0,0.0,0.0,0.0,0.05,0.01,0.06,0.05,0.06,21,-0.7,Prospect,1090,37,2
270,Christian Eriksen,DEN,MT,32,23,11,1061,11.8,1,2,3,0,1,1,4,0,1.4,0.6,3.2,3.8,13,55,29,0.04,0.09,0.25,0.0,0.17,0.12,0.27,0.39,0.05,0.32,23,-0.3999999999999999,Experienced,363,28,0
271,Patrick Dorgu,DEN,DF,19,12,10,842,9.4,0,0,0,0,0,0,3,1,0.4,0.4,0.7,1.2,41,34,83,0.0,0.0,0.0,0.0,0.0,0.05,0.08,0.12,0.05,0.12,12,-0.4,Prospect,1522,28,2
272,Mason Mount,ENG,MT,25,17,8,622,6.9,1,0,1,1,0,0,3,0,3.2,3.2,0.6,3.8,15,33,41,0.06,0.0,0.14,0.14,0.14,0.47,0.08,0.55,0.47,0.55,17,-2.2,Peak,1256,32,1
273,Victor Lindelöf,SWE,DF,30,16,6,704,7.8,0,0,0,0,0,0,1,0,0.0,0.0,0.1,0.1,5,26,4,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01,16,0.0,Experienced,1877,95,0
274,Altay Bayındır,TUR,GB,26,4,4,360,4.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0.0,Peak,113,98,1
275,Luke Shaw,ENG,DF,29,7,4,349,3.9,0,0,0,0,0,0,1,0,0.0,0.0,0.7,0.7,7,24,7,0.0,0.0,0.0,0.0,0.0,0.01,0.18,0.19,0.01,0.19,7,0.0,Experienced,1161,32,0
276,Harry Amass,ENG,DF,17,5,4,346,3.8,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,9,7,23,0.0,0.0,0.0,0.0,0.0,0.02,0.01,0.02,0.02,0.02,5,-0.1,Prospect,723,32,2
277,Jonny Evans,NIR,DF,36,7,3,315,3.5,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.1,3,10,3,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.04,0.04,0.04,7,-0.1,Veteran,931,76,3
278,Ayden Heaven,ENG,DF,17,4,2,170,1.9,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.2,1,7,1,0.0,0.0,0.0,0.0,0.0,0.07,0.01,0.08,0.07,0.08,4,-0.1,Prospect,239,32,2
279,Tyler Fredricson,ENG,DF,19,2,2,165,1.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2,8,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0.0,Prospect,1846,32,2
280,Tyrell Malacia,NED,DF,24,3,2,100,1.1,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,3,3,6,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.03,0.0,0.03,3,0.0,Peak,1848,74,1
281,Chidozie Obi-Martin,DEN,AT,16,7,1,165,1.8,0,0,0,0,0,0,1,0,0.7,0.7,0.0,0.7,2,1,12,0.0,0.0,0.0,0.0,0.0,0.36,0.0,0.36,0.36,0.36,7,-0.7,Prospect,356,28,2
